,Address,Title,Country Name,Description,Tags,Profile Link
364,DATASCAN-FREQUENTIEL,"Stand No- H5-A20-1, Hall No- Hall 5",United Arab Emirates,"We specialize in implementing RFID solution from A-Z and barcode stocktake solution, self-scan or fully-outsourced.",Retail Tech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzU5NA==
365,DATATOPIA,"Stand No- H1-C1.11, Hall No- Hall 1",Belgium,Datatopia is a SaaS platform that generates intelligence based off endogenic and exogenic data in pharmacies.,Retail Tech - Artificial Intelligence - Big Data & Analytics - Education Tech - HealthTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzIxMQ==
366,DATOTEK INTERNATIONAL CO. LTD. - TW,"Stand No- H4A-16, Hall No- Hall 4A",Taiwan (R.O.C.),"Datotek founded in 2003, DatoTek specializes in the design and manufacture of mobile personal storage device.","Mobile Accessories & Peripherals - Quantum & High Performance Computing - Consumer Tech, Smart Home & Smart Workplace - HealthTech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NzQ4
367,DATWYLER MIDDLE EAST FZE,"Stand No- H20-02, Hall No- Hall 20",United Arab Emirates,"Datwyler IT Infra is a Swiss organization that specializes in providing IT/OT infrastructure including hardware, software and services.",Networking & Infrastructure - Smart Cities - Software Services - Data Centres - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDk2
368,DECAYEUX,"Stand No- H14-20, Hall No- Hall 14",United Kingdom,"Decayeux, a French family business since 1872, uses industrial expertise to create innovative solutions for global parcel delivery and lobby design.","PropTech - Retail Tech - Consumer Tech, Smart Home & Smart Workplace - Ecommerce - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzI3OQ==
369,DEEPIJA TELECOM PVT. LTD.,"Stand No- H23-A15.29, Hall No- Hall 23",India,"We are committed to provide high quality and right solutions to our customers in a timely and cost effective manner,backed up by best customer support", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDM2NQ==
370,DEFNE,"Stand No- H1-E82, Hall No- Hall 1",Türkiye,"Defne, established in 1996, is a leading global provider of telecom solutions, software products, and services for the telecommunication industry.",Smart Cities - Software Services - 5G & Telecommunications - Cloud Services - Future Mobility & Transportation - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mjk2NQ==
371,DELINEA MIDDLE EAST FZ-LLC,"Stand No- H23-B55, Hall No- Hall 23",United Arab Emirates,"The Delinea Platform extends Privileged Access Management (PAM) by providing authorization for all identities across the modern, hybrid enterprise.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTUy
372,DELL FZ-LLC,"Stand No- H6-A1, Hall No- Hall 6",United Arab Emirates,"Dell Technologies (NYSE: DELL) helps organisations and individuals build their digital future and transform how they work, live and play.",3D Printing & Printing Services - 5G & Telecommunications - AgriTech & FoodTech - Artificial Intelligence - Big Data & Analytics - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDE2
373,DELOITTE,"Stand No- H3-D10, Hall No- Hall 3",United Arab Emirates,"Deloitte is the world’s largest leading professional services organization designing, implementing, and operating transformational strategies.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjI1Nw==
374,DELPHI CONSULTING,"Stand No- H7-D1-MS29, Hall No- Hall 7",United Arab Emirates,Delphi is a technology consulting firm that creates sustained value through digital transformations., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDQ0NA==
375,"DELTALOG, HUMAN, OPEX, DIGITAL AND AGILE TRANSFORMATION","Stand No- H23-D20, Hall No- Hall 23",Algeria,"Valuable partner for Human-based Operational excellence, Digital (ERB, BI, ECM,eLearning) and Agile organizational transformation, Since 2007",Software Services - Artificial Intelligence - Coding and Development - Ecommerce - Education Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzUxNQ==
376,DEPARTMENT OF ECONOMIC DEVELOPMENT (DED),"Stand No- H19-B20, Hall No- Hall 19",United Arab Emirates,"Regulates the business sector in Abu Dhabi and leads economic initiatives to achieve a knowledge-based, diversified, and sustainable economy..", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjIyOQ==
377,DEPARTMENT OF ECONOMY AND TOURISM (DET),"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,"DET is the principal authority for the planning, supervision, development and marketing of Dubai’s economic & tourism sectors.","PropTech - Ecommerce - Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUyNw==
378,DEPARTMENT OF FINANCE,"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,DOF the Government of Dubai was established in 1995 under Law no 5 to supervise all financial and accounting affairs of the Government of Dubai.,Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUyOA==
379,DEPARTMENT OF HUMAN RECOURSES,"Stand No- H18-A10, Hall No- Hall 18",United Arab Emirates,It is the authority that is competent for supervising regulatory affairs related to government human resources in the emirate of Ajman., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUyOQ==
380,DEPARTMENT OF INDUSTRY & ECONOMY,"Stand No- H18-A20, Hall No- Hall 18",United Arab Emirates,دائرة الصناعة والاقتصاد في إمارة الفجيرة,Agnostic - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQ4Ng==
381,DEPARTMENT OF LAND AND REAL ESTATE REGULATION,"Stand No- H18-A10, Hall No- Hall 18",United Arab Emirates,The Department of Lands in Ajman was established by Emiri Decree No. 7 of 2017 issued by His Highness Sheikh Humaid bin Rashid Al-Nuaimi, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUzMA==
382,DEPARTMENT OF PORTS AND CUSTOMS AJMAN,"Stand No- H18-A10, Hall No- Hall 18",United Arab Emirates,Distinguished and Sustainable Maritime and Customs Services,Future Mobility & Transportation - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUzMQ==
383,DERSECUR INTERNATIONAL FZE LLC,"Stand No- H24-B15, Hall No- Hall 24",United Arab Emirates,DerSecur is a global vendor providing advanced application security tool that detects vulnerabilities in mobile and web apps using 3 analysis methods.,Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NjQ0
384,DEVICE SERVICES GROUP LLC.,"Stand No- H11-O17, Hall No- Hall 11",United States of America,"At DSG, our mission is to be a trusted partner in the responsible retirement, management and resale of technology assets for OEM","5G & Telecommunications - Big Data & Analytics - Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTQxNQ==
385,DEXICONN GLOBAL ELECTRONICS FZCO,"Stand No- H4A-B10, Hall No- Hall 4A",United Arab Emirates,A Dubai based IT & Mobility trading / distribution company striving to source and deliver best in class brands in the GCC and international markets.,Gaming - Agnostic - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDE5Ng==
386,DG LAND ELECTRICAL & ELECTRONIC APPLIANCES SPARE PARTS TRADING L.L.C,"Stand No- H11-C92, Hall No- Hall 11",United Arab Emirates,"We are dealing with mobile phones and accessories, computers and computer peripheral equipment, audio and video devices, etc.","Mobile Accessories & Peripherals - Consumer Tech, Smart Home & Smart Workplace - Ecommerce - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTY2MQ==
387,DIBBA MUNICIPALITY,"Stand No- H18-A20, Hall No- Hall 18",United Arab Emirates,The Dibba Municipality is responsible for ensuring the efficiency and effectiveness of service quality, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQ4NQ==
388,DIEZ (DUBAI INTEGRATED ECONOMIC ZONES),"Stand No- CC2-8, Hall No- Concourse 2",United Arab Emirates,"Dubai Silicon Oasis, a Special Economic Zone for Knowledge and Innovation and a member of the Dubai Integrated Economic Zones Authority (DIEZ)", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE1MQ==
389,DIFC COURTS,"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,"The DIFC Courts administers an English-language common law system – offering swift, independent justice to settle local and international disputes.",Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUzMg==
390,DIGICERT,"Stand No- H3-C1, Hall No- Hall 3",United Arab Emirates,"The most-trusted global provider of high-assurance TLS/SSL, PKI, IoT and signing solutions.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTgzMA==
391,DIGIFLOAT PVT. LTD.,"Stand No- CC1-60-18, Hall No- Concourse 1",Pakistan,"Digifloat: Your Data Services Expert. We excel in Big Data, Data Governance, Transformation, AI, Cybersecurity, and Software Development.",Big Data & Analytics - Cloud Services - Coding and Development - Cyber security - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzIxMg==
392,DIGISINERGY,"Stand No- H23-A30, Hall No- Hall 23",Romania,Digisinergy is a company specialized in automation software solutions.,Space Tech - 5G & Telecommunications - AgriTech & FoodTech - Artificial Intelligence - Agnostic - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzU4MA==
393,DIGIT7,"Stand No- H10-17, Hall No- Hall 10",United States of America,Digit7's smart retail technology products drive revenue growth while improving retail efficiency and convenience for your customers., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NjMx
394,DIGITAL DUBAI,"Stand No- H16-B10, H17-B30, Hall No- Hall 16",United Arab Emirates,"Digital Dubai is responsible to govern all matters related to Dubai’s information technology, data, digital transformation, and cyber-security.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzU1Ng==
395,DIGITAL FACTORS FZCO - AE,"Stand No- H13-2, Hall No- Hall 13",United Arab Emirates,Digital Factors are the leading Distributors of ID Card Printers in MENA Region with strategic partners across Middle East & Africa region.,"PropTech - Smart Cities - Cloud Services - Consumer Tech, Smart Home & Smart Workplace - Fintech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NjU0
396,DIGITAL FUTURE HOLDING,"Stand No- H12-A15, Hall No- Hall 12",United Arab Emirates,"Digital Future Holding: Your partner for data-qriven transformation, AI, cybersecurity, and business consultation success.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTAxMg==
397,DIGITAL LAB,"Stand No- H4-C20, Hall No- Hall 4",United Arab Emirates,Digital Lab drives digital transformation by leveraging its expertise in Digital Customer Experience.,Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzkyOQ==
398,DIGITAL PROCESSING SYSTEMS KUWAIT,"Stand No- H4-C20, Hall No- Hall 4",Kuwait,"DPS Kuwait is a system integrator offering Digital transformation, Integration, Artificial Intelligence, and robotic process automation solutions",Software Services - Artificial Intelligence - Blockchain - Cloud Services - Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzkxNA==
399,DIGITAL SPORT,"Stand No- H4A-A10, Hall No- Hall 4A",United Arab Emirates,"It company, we develop mobile applications for companies and corporations, payment services and other fintech products.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDIxNA==
400,DIGITALES,"Stand No- H15-D36, Hall No- Hall 15",Türkiye,Digitales is a technology company that produces customized solutions for companies in the field of digital transformation.,"Software Services - Artificial Intelligence - Gaming - Internet of Things (IOT) - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzMxMw==
401,DIGITUS BY ASSMANN,"Stand No- H2-A47, Hall No- Hall 2",Germany,Powerful IT infrastructure for smart networked working environments – headquartered in Germany & internationally operating with the brand DIGITUS®., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTg3MQ==
402,DISRUPT X DMCC,"Stand No- H20-04, Hall No- Hall 20",United Arab Emirates,Disrupt-X is a technology company that specializes in the service of developing IoT platform providing solution to develop a secure and smarter city.,PropTech - Smart Cities - AgriTech & FoodTech - Big Data & Analytics - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDc2
403,DITAR - DIGITAL INNOVATION THROUGH AUGMENTED REALITY,"Stand No- H1-C22C, Hall No- Hall 1",Belgium,Engaging shopping experiences through augmented reality technologies.,"Retail Tech - Ecommerce - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTQxMg==
404,DIYAR UNITED COMPANY,"Stand No- H7-D1-MS6, Hall No- Hall 7",Kuwait,"Since it was founded in 1980, Diyar's vision is to be an aspiring contributor to the advancement of all those we work with", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDMzMA==
405,DOLPHIN CONNECT,"Stand No- H4A-12, Hall No- Hall 4",United Arab Emirates,End to End service provider and producer in FMS and Connected car fields SAAS in the field of Fleet Management System and Connected Car,Software Services - 5G & Telecommunications - Future Mobility & Transportation - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTcyMQ==
406,"DONG GUAN FENG RUI ELECTRONICS TECHNOLOGY CO., LTD.","Stand No- H15-67, Hall No- Hall 15",China,"Fengrui Electronic, relying on absolute independent supply chain and professional R&D and design. We are the top supplier in our area", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTU5OA==
407,"DONGGUAN LONGLING ELECTRONIC TECH CO.,LIMITED","Stand No- H13-4, Hall No- Hall 13",China,"Longling which is located in Dongguan China has got the MFi certified. And all our products are completely compliant with CE, RoHS and UL standard.","Mobile Accessories & Peripherals - Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NzMy
408,"DONGGUAN TCANG ELECTRONICS CO., LTD.","Stand No- H15-F47, Hall No- Hall 15",China,"Dongguan Tcang Electronics Co., Ltd. is a manufacturer of POS machine and provide comprehensive associated technical services for Point of Sale system","Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTU5Nw==
409,DORRAR INTELLIGENT CLOUD FOR IT,"Stand No- H14-H2, Hall No- Hall 14",Saudi Arabia,Dorrar Intelligent Cloud is a Saudi company that specializes in digital solutions in the fields of communications and information technology.,Cloud Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDE4Ng==
410,DPL PRIVATE LIMITED,"Stand No- CC1-60-15, Hall No- Concourse 1",Pakistan,Innovation as a Service,"Software Services - Cloud Services - Coding and Development - Consumer Tech, Smart Home & Smart Workplace - Internet of Things (IOT) - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mjg4Ng==
411,DR. FONES FZCO,"Stand No- H11-A62, Hall No- Hall 11",United Kingdom,A diagnostic software that provides the ultimate solution for the certification of used and refurbished devices.,Artificial Intelligence - Coding and Development - Ecommerce - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTY2MA==
412,DRC SYSTEMS INDIA LTD.,"Stand No- H25-E10-3, Hall No- Hall 25",India,Innovative IT solutions for seamless business transformation. Expertise in software development and technology consulting., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTg5OQ==
413,DREAM DUBAI,"Stand No- CC2-11A, Hall No- Concourse 2",United Arab Emirates,Dream Dubai defies the belief that dreams are beyond reach by offering a unique and user-friendly platform that fuses shopping and winning.,Retail Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDkz
414,DREAMWALL,"Stand No- H1-C1.6, Hall No- Hall 1",Belgium,"We help storytellers, producers or journalists create extraordinary visual experiences, tell their vision of the world and create memorable moments.","PropTech - Gaming - Media, Marketing & Advertising Tech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjIzNg==
415,DRONE HOPPER,"Stand No- H1-A1, Hall No- Hall 1",Spain,"DRONE HOPPER is a Spanish Company, in the sector of manufacturing heavy payload Drones.",Unmanned Aerial Vehicles (Drones) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzg4OQ==
416,DT TELEKOMUNIKASYON,"Stand No- H13-B11, Hall No- Hall 13",Türkiye,"DT Cloud is a global cloud computing company with local presence, powering digital transformation through AI/ML, IoT, Big Data, and Blockchain.",5G & Telecommunications - Blockchain - Cloud Services - Fintech - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzYxMg==
417,DUBAI AIRPORTS,"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,Dubai Airports manages the development and operation of both of Dubai’s airports – Dubai International (DXB) and Dubai World Central (DWC)., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUzMw==
418,DUBAI CIVIL DEFENCE - AE,"Stand No- H16-1, Hall No- Hall 16",United Arab Emirates,To have the United Arab Emirates as one of the best countries in the world in achieving Safety and Security.,Data Centres - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTE2
419,DUBAI CORPORATION FOR AMBULANCE SERVICES-DCAS,"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,مؤسسة دبي لخدمات الاسعاف تقدم خدمات إسعافية مبتكرة ورائدة عالميا باحترافية واستدامة لضمان صحة وسلامة المتعاملين وإسعاد المج ..., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUzNg==
420,DUBAI CULTURE & ARTS AUTHORITY,"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,Dubai Culture & Arts Authority was launched on 8th March 2008 by His Highness Sheikh Mohammed bin Rashid Al Maktoum., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUzOA==
421,DUBAI CUSTOMS,"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,Dubai Customs Is One Of The Leading Government Departments Taking Part In Enhancing Sustainable Development And Promoting Dubai’s Image Worldwide,Blockchain - Ecommerce - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjUzOQ==
422,DUBAI ELECTRICITY & WATER AUTHORITY,"Stand No- H17-A10, Hall No- Hall 17",United Arab Emirates,DEWA is the exclusive electricity and water utility provider in Dubai.,Blockchain - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDEz
423,DUBAI GOVERNMENT HUMAN RESOURCES DEPARTMENT,"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,Dubai Government Human Resources Department, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU0Mw==
424,DUBAI GOVERNMENT WORKSHOP,"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,Dubai Government Workshop was established in the fifties with the objective of maintaining government assets and enhance their performances,Artificial Intelligence - Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU0NA==
425,DUBAI HEALTH AUTHORITY,"Stand No- H16-B10, Hall No- Hall 16",United Arab Emirates,"Dubai Health Authority is the heath policymaker and regulator in Dubai, its mandate focuses on governance and oversight of Dubai’s health sector.",HealthTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU0NQ==
426,DUBAI INTERNATIONAL FINANCIAL CENTRE AUTHORITY,"Stand No- H16-B10, Hall No- Hall 16",United Arab Emirates,"DIFC is one of the worlds most advanced financial centres, and the leading financial hub for the Middle East, Africa, and South Asia","Artificial Intelligence - Blockchain - Cyber security - Fintech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU0Ng==
427,DUBAI INTERNET CITY,"Stand No- CC2-10, Hall No- Concourse 2",Jordan,"The region’s leading dedicated tech hub, we offer the perfect technology ecosystem and landscape to scale any business in the tech sector.",3D Printing & Printing Services - 5G & Telecommunications - AgriTech & FoodTech - Artificial Intelligence - Big Data & Analytics - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDE4Nw==
428,DUBAI JUDICIAL INSTITUTE,"Stand No- H16-B10, Hall No- Hall 16",United Arab Emirates,معهد دبي القضائي دائرة حكومية في إمارة دبي تعني بتأهيل وتدريب السلطة القضائية ونشر البحث العلمي في الإمارة,PropTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU0Nw==
429,DUBAI LAND DEPARTMENT,"Stand No- H16-B10, Hall No- Hall 16",United Arab Emirates,Dubai Land Department falls under the umbrella of Dubai’s Executive Council. It strives to provide a range of services for the real estate market., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU0OA==
430,DUBAI MUNICIPALITY,"Stand No- H16-A20, Hall No- Hall 16",United Arab Emirates,Dubai Municipality is the Government of Dubai municipal body with jurisdiction over city services and the upkeep of facilities in the Emirate of Dubai,3D Printing & Printing Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDIz
431,DUBAI POLICE GHQ,"Stand No- H17-A30, Hall No- Hall 17",United Arab Emirates,123,"Regulatory Technology - Sustainability & Green Tech - Artificial Intelligence - Cyber security - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDE5
432,DUBAI PUBLIC PROSECUTION,"Stand No- H17-B30, Hall No- Hall 17",United Arab Emirates,Public Prosecution is the only authority to initiate the criminal cases and it is part of the judicial body.,Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU0OQ==
433,DUBAI SPORTS COUNCIL,"Stand No- H16-3, Hall No- Hall 16",United Arab Emirates,"DSC Founded on Nov 30 2005, following a decree by HH Sheikh Mohammed Bin Rashid Al Maktoum, the Vice President and Prime Minister of UAE", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTM4
434,DURABOOK,"Stand No- H4A-17, Hall No- Hall 4A",Taiwan (R.O.C.),"Durabook is the core brand of Twinhead International Corp. in Taiwan, a world-renowned manufacturer of rugged mobile solutions for more than 35 years.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NzQ2
435,DUTCO TENNANT LLC,"Stand No- H4A-A15, Hall No- Hall 4A",United Arab Emirates,"Dutco Tennant LLC is a leading provider of AV, UC, Digital Signage & Video Walls, and Lighting control & solutions in the Middle East and GCC region.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU4Ng==
436,DVCOM TECHNOLOGY LLC,"Stand No- H21-D05, Hall No- Hall 21",United Arab Emirates,DVCOM reflects on more than 20 years of business knowledge regarding telecommunication solutions in the Middle East and UAE.,"Networking & Infrastructure - 5G & Telecommunications - Cloud Services - Consumer Tech, Smart Home & Smart Workplace - Education Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTAyNg==
437,DYNALOG INDIA LTD.,"Stand No- H23-C10.3, Hall No- Hall 23",India,"Dynalog - Automation & Defense solutions Company. Rugged computing, networking, automation solutions for industries & armed forces.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTg5Mg==
438,DYNAMIC NETSOFT TECHNOLOGIES (FZC),"Stand No- H9-15, Hall No- Hall 9",United Arab Emirates,Dynamic Netsoft Technologies is a software company that specializes in delivering inventive and extensive Property & Construction Management.,PropTech - Software Services - Cloud Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NjM5
439,DYNAMICS BUSINESS SOLUTIONS CO. W.L.L,"Stand No- H20-A10, Hall No- Hall 20",Bahrain,"DBS enables digital transformation for the new era of Cloud ERP, CRM, eCommerce, Retail & Hospitality Point of Sales as unified software management.","Retail Tech - Software Services - Consumer Tech, Smart Home & Smart Workplace - Cyber security - Fintech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTIwMQ==
440,"DYSCAN TECHNOLOGY CO., LTD","Stand No- CC1-24, Hall No- Concourse 1",China,Dyscan is a high-tech enterprise specialized in manufacture of barcode scanner Ou technical engineersare withrichfieldexperienc for more than 15 years,"Retail Tech - Consumer Tech, Smart Home & Smart Workplace - Education Tech - Fintech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NzQ5
441,"E-BANKING TECH CO., LTD.","Stand No- H2-A75, Hall No- Hall 2","Korea, Republic Of",Manufacturer for Banknote Counting Machines,Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTY5Mw==
442,E-TECH,"Stand No- H13-15, Hall No- Hall 13",Ethiopia,"eTech s.c. is an Ethiopian tech company specializing in software development, infrastructure, cybersecurity, and ITO services for diverse sectors.",Networking & Infrastructure - Software Services - Coding and Development - Ecommerce - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzMzNA==
443,E.OCEAN,"Stand No- CC1-60-12, Hall No- Concourse 1",Pakistan,"Leading cloud communication platform for businesses. Omni-channel APIs, data security, and personalized support. Trusted by 2000+ clients.","Retail Tech - Cloud Services - Ecommerce - Media, Marketing & Advertising Tech - Agnostic - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzQ0Mg==
444,EARFUN,"Stand No- H15-D62, Hall No- Hall 15",China,"EarFun is an award-winning audio brand speclized in True Wireless earbuds, Bluetooth speakers and Kids headphones.","Mobile Accessories & Peripherals - Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTQ0Mw==
445,EAST PHOTONICS,"Stand No- H25-16, Hall No- Hall 25","Korea, Republic Of",East Photonics manufactures products related to PON in South Korea. We are very specialized in producing high quality customized products.,5G & Telecommunications - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTM2Mw==
446,"EASTERN TIMES TECHNOLOGY., LTD","Stand No- H15-50, Hall No- Hall 15",China,Professional Gaming accessories manufacturer,Gaming - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTUwNQ==
447,EBOS,"Stand No- H8-C20, Hall No- Hall 8",Cyprus,"eBOS is an innovative client-focused software company providing state-of-the-art RegTech & Fintech solutions, automating risk & compliance management.",Regulatory Technology - Artificial Intelligence - Blockchain - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE1Mw==
448,ECOFLOW,"Stand No- H13-D10, Hall No- Hall 13",China,"EcoFlow, as an eco-friendly energy solutions company, leads the way portable power stations, portable home battery ecosystem and smart devices.","Smart Cities - Sustainability & Green Tech - Consumer Tech, Smart Home & Smart Workplace - Energy Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTEyMQ==
449,EDB,"Stand No- H6-10, Hall No- Hall 6",United Kingdom,"EDB provides enterprise-class software, enabling organisations to harness the power of Postgres, the world’s most loved open source database.",Artificial Intelligence - Big Data & Analytics - Cloud Services - Coding and Development - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTcx
450,EDGE MIDDLE EAST,"Stand No- H18-2, Hall No- Hall 18",United Arab Emirates,"A brand new website, new channels focused on key verticals and a new direction but with the same goal: quality global news from the business world.","Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDc1Mw==
